Title,Authors_Institutes,Submission Date
"BatchSampler: Sampling Mini-Batches for Contrastive Learning in Vision, Language, and Graphs","Zhen Yang (Tsinghua University), Tinglin Huang (Yale University; Yale University), Ming Ding (Tsinghua University), Yuxiao Dong (Tsinghua University), Rex Ying (Yale University ), Yukuo Cen (Tsinghua University), Yangliao Geng (Tsinghua University), Jie Tang (Tsinghua University)",June 2023
How does the Memorization of Neural Networks Impact Adversarial Robust Models?,"Han Xu (Michigan State University), Xiaorui Liu (North Carilina State University), Wentao Wang (Michigan State University), Zitao Liu (Jinan University), Anil Jain (Michigan State University), Jiliang Tang (Michigan State University)",Not Found
Enhance Diffusion to Improve Robust Generalization,"Jianhui Sun (University of Virginia), Sanchit Sinha (University of Virginia), Aidong Zhang (University of Virginia)","5 June, 2023"
Generative Perturbation Analysis for Probabilistic Black-Box Anomaly Attribution,"Tsuyoshi Ide (IBM Research, Thomas J. Watson Research Center), Naoki Abe (IBM Research, Thomas J. Watson Research Center)",August 2023
Doubly Robust AUC Optimization against Noisy and Adversarial Samples,"Chenkang Zhang (Nanjing University of Information Science and Technology), Wanli Shi (Nanjing University of Information Science and Technology), Lei Luo (Nanjing University of Science and Technology), Bin Gu (Nanjing University of Information Science and Technology; Mohamed bin Zayed University of Artificial Intelligence)",Not Found
Robust Positive-Unlabeled Learning via Noise Negative Sample Self-Correction,"Zhangchi Zhu (East China Normal University), Lu Wang (Microsoft Research), Pu Zhao (Microsoft Research), Chao Du (Microsoft Research), Wei Zhang (East China Normal University), Hang Dong (Microsoft Research), Bo Qiao (Microsoft Research), Qingwei Lin (Microsoft Research), Saravan Rajmohan (Microsoft 365), Dongmei Zhang (Microsoft Research)",August 2023
Self-Adaptive Perturbation Radii for Adversarial Training,"Huimin Wu (Nanjing University of Information Science and Technology), Wanli Shi (Nanjing University of Information Science and Technology), Chenkang Zhang (Nanjing University of Information Science and Technology), Bin Gu (Nanjing University of Information Science and Technology; Mohamed bin Zayed University of Artificial Intelligence)",Not Found
Learning Behavior-Oriented Knowledge Tracing,"Bihan Xu (School of Computer Science and Technology, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Zhenya Huang (School of Computer Science and Technology, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Jiayu Liu (School of Data Science, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Shuanghong Shen (School of Data Science, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Qi Liu (School of Computer Science and Technology, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Enhong Chen (Anhui Province Key Laboratory of Big Data Analysis and Application, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Jinze Wu (iFLYTEK Research, iFLYTEK Co., Ltd), Shijin Wang (State Key Laboratory of Cognitive Intelligence; iFLYTEK AI Research, iFLYTEK Co., Ltd)",Not Found
IDToolkit: A Toolkit for Benchmarking and Developing Inverse Design Algorithms in Nanophotonics,"Jia-Qi Yang (Nanjing University), Yucheng Xu (Nanjing University), Jia-Lei Shen (Nanjing University), Kebin Fan (Nanjing University), De-Chuan Zhan (Nanjing University), Yang Yang (Nanjing University of Science and Technology)","30 May, 2023"
GMOCAT: A Graph-Enhanced Multi-Objective Method for Computerized Adaptive Testing,"Hangyu Wang (Shanghai Jiaotong University), Ting Long (Jilin University), Liang Yin (Shanghai Jiaotong University), Weinan Zhang (Shanghai Jiaotong University), Wei Xia (Huawei Noah’s Ark Lab), Qichen Hong (Huawei CBG Edu AI Lab), Dingyin Xia (Huawei CBG Edu AI Lab), Ruiming Tang (Huawei NoahÃÃ¤Ã Ark Lab), Yong Yu (Shanghai Jiaotong University)",October 2023
Semi-Supervised Graph Imbalanced Regression,"Gang Liu (University of Notre Dame), Tong Zhao (Snap Inc.), Eric Inae (University of Notre Dame), Tengfei Luo (University of Notre Dame), Meng Jiang (University of Notre Dame)",May 2023
Weakly Supervised Multi-Label Classification of Full-Text Scientific Papers,"Yu Zhang (University of Illinois at Urbana-Champaign), Bowen Jin (University of Illinois at Urbana-Champaign), Xiusi Chen (University of California, Los Angeles), Yanzhen Shen (University of Illinois at Urbana-Champaign), Yunyi Zhang (University of Illinois at Urbana-Champaign), Yu Meng (University of Illinois at Urbana-Champaign), Jiawei Han (University of Illinois at Urbana-Champaign)",June 2023
Meta Multi-Agent Exercise Recommendation: A Game Application Perspective,"Fei Liu (Hefei University of Technology), Xuegang Hu (Hefei University of Technology), Shuochen Liu (Hefei University of Technology), Chenyang Bu (Hefei University of Technology), Le Wu (Hefei University of Technology)",Not Found
LightPath: Lightweight and Scalable Path Representation Learning,"Sean Bin Yang (Aalborg University), Jilin Hu (East China Normal University), Chenjuan Guo (East China Normal University), Bin Yang (East China Normal University), Christian Jensen (Aalborg University)",July 2023
Urban Region Representation Learning with OpenStreetMap Building Footprints,"Yi Li (Nanyang Technological University), Weiming Huang (Nanyang Technological University), Gao Cong (Nanyang Technological University), Hao Wang (Nanyang Technological University), Zheng Wang (Nanyang Technological University)",Not Found
Multi-Temporal Relationship Inference in Urban Areas,"Shuangli Li (University of Science and Technology of China; Baidu Research), Jingbo Zhou (Baidu Research), Ji Liu (Baidu Research), Tong Xu (University of Science and Technology of China; State Key Laboratory of Cognitive Intelligenc), Enhong Chen (University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence), Hui Xiong (The Hong Kong University of Science and Technology (Guangzhou); The Hong Kong University of Science and Technology)",June 2023
A Study of Situational Reasoning for Traffic Understanding,"Jiarui Zhang (USC/ISI), Filip Ilievski (USC/ISI), Kaixin Ma (CMU), Aravinda Kollaa (USC/ISI), Jonathan Francis (Bosch), Alessandro Oltramari (Bosch)","4 June, 2023"
Frigate: Frugal Spatio-temporal Forecasting on Road Networks,"Mridul Gupta (Indian Institute of Technology Delhi), Hariprasad Kodamana (Indian Institute of Technology Delhi), Sayan Ranu (Indian Institute of Technology Delhi)",June 2023
